,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"2. Base de cotización
Conting. Profesionales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,60",,,,,,,,,,,,
,,,,,,,,,,,"AT y EP
Desempleo..........................
Formación ",,,,,,,,,1549.0,,,,,,,,,,,,,,,,,,,407.387,,
,,,,,,,,,,,,,,,,,,,,1549.0,,,,,,,,,"1,65",,,,,,,,,,25.558500000000002,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037.8300000000002,,
,,,,,,,,,,,,,,,,,,,,1549.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,70",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.294,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,60",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.098,,
,"3. Base de cotización horas extras fuerza mayor..........
4. Base de cotización horas extras resto.......................
5. Base sujeta a retención del I.R.P.F...........................",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,20",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1549.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1549.0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1549.0,,,,,,,,,,,,,,,,,,,,,,
